Billing Code,Name,Category
371,(MDC 06) Major gastrointestinal disorders and peritoneal infections with MCC,Gastroenterology Procedures
268,(MDC 05) Aortic and heart assist procedures except pulsation balloon with MCC,Cardiovascular Procedures
776,(MDC 14) Postpartum and post abortion diagnoses without OR procedure,Maternity & Obstetrics
027,(MDC 01) Craniotomy and endovascular intracranial procedures without CC/MCC,Surgeries & Procedures
580,"(MDC 09) Other skin, subcutaneous tissue and breast procedures with CC",Surgeries & Procedures
356,(MDC 06) Other digestive system OR procedures with MCC,Surgeries & Procedures
521,DRG Code Name Not Found,Other
339,(MDC 06) Appendectomy with complicated principal diagnosis with CC,Surgeries & Procedures
102,(MDC 01) Headaches with MCC,Consultations & Evaluations
565,(MDC 08) Other musculoskeletal system and connective tissue diagnoses with CC,Surgeries & Procedures
158,(MDC 03) Dental and oral diseases with CC,Surgeries & Procedures
055,(MDC 01) Nervous system neoplasms without MCC,Oncology & Cancer Treatment
17003,"Destruction eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement, premalignant lesions eg, actinic keratoses",Surgeries & Procedures
80081,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
84480,Triiodothyronine T3,Laboratory & Diagnostic Tests
92014,"Ophthalmological services medical examination and evaluation, with initiation or continuation of diagnostic and treatment program",Consultations & Evaluations
93320,Doppler echocardiography,Imaging & Radiology
97026,Application of a modality to 1 or more areas,Rehabilitation & Physical Therapy
99203,New Patient Office or Other Outpatient Services,Consultations & Evaluations
99213,Established Patient Office or Other Outpatient Services,Specialist Visits
99243,New or Established Patient,Consultations & Evaluations
99396,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
Q5115,"Injection, rituximababbs, biosimilar, truxima, 10 mg",Oncology & Cancer Treatment
31610,Incision Procedures on the Trachea and Bronchi,Surgeries & Procedures
33535,"Coronary artery bypass, using arterial grafts",Cardiovascular Procedures
96411,Chemotherapy administration,Oncology & Cancer Treatment
34803,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
93653,Intracardiac Electrophysiological ProceduresStudies,Cardiovascular Procedures
93454,"Catheter placement in coronary arterys for coronary angiography, including intraprocedural injections for coronary angiography",Cardiovascular Procedures
21554,"Excision, tumor, soft tissue of neck or anterior thorax, subfascial eg, intramuscular",Surgeries & Procedures
45171,"Excision of rectal tumor, transanal approach",Surgeries & Procedures
34203,"Embolectomy or thrombectomy, with or without catheter",Surgeries & Procedures
24344,"Repair, Revision, andor Reconstruction Procedures on the Humerus Upper Arm and Elbow",Surgeries & Procedures
15101,AutograftsTissue Cultured Autograft,Surgeries & Procedures
15002,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar including subcutaneous tissues, or incisional release of scar more contracture, trunk, arms, legs",Surgeries & Procedures
21315,Closed treatment of nasal bone fracture,Surgeries & Procedures
49422,"Introduction, Revision, andor Removal Procedures on the Abdomen, Peritoneum, and Omentum",Surgeries & Procedures
71130,Radiologic examination,Imaging & Radiology
72020,"Radiologic examination, spine",Imaging & Radiology
794,(MDC 15) Neonate with other significant problems,Other
657,(MDC 11) Kidney and ureter procedures for neoplasm with CC,Surgeries & Procedures
480,(MDC 08) Hip and femur procedures except major joint with MCC,Surgeries & Procedures
941,(MDC 23) OR procedures with diagnoses of other contact with health services without CC/MCC,Surgeries & Procedures
281,"(MDC 05) Acute myocardial infarction, discharged alive with CC",Cardiovascular Procedures
833,(MDC 14) Other antepartum diagnoses without OR procedure without CC/MCC,Maternity & Obstetrics
564,(MDC 08) Other musculoskeletal system and connective tissue diagnoses with MCC,Surgeries & Procedures
154,"(MDC 03) Other ear, nose, mouth and throat diagnoses with MCC",Surgeries & Procedures
155,"(MDC 03) Other ear, nose, mouth and throat diagnoses with CC",Consultations & Evaluations
27440,"Arthroplasty, knee, tibial plateau",Surgeries & Procedures
87046,"Culture, bacterial",Other
87661,Infectious agent detection by nucleic acid DNA or RNA,Laboratory & Diagnostic Tests
88305,"Surgical pathology, gross and microscopic examination",Laboratory & Diagnostic Tests
92133,"Scanning computerized ophthalmic diagnostic imaging, anterior segment, with interpretation and report",Imaging & Radiology
97112,"Therapeutic procedure, 1 or more areas, each 15 minutes",Rehabilitation & Physical Therapy
99205,New Patient Office or Other Outpatient Services,Consultations & Evaluations
99421,Online Digital Evaluation and Management Services,Consultations & Evaluations
99443,"Telephone evaluation and management service provided by a physician to an established patient, parent, or guardian not originating from a related EM service provided more within the previous 7 days nor leading to an EM service or procedure within the next 24 hours or soonest available appointment",Consultations & Evaluations
592,(MDC 09) Skin ulcers with MCC,Surgeries & Procedures
54600,Repair Procedures on the Testis,Surgeries & Procedures
70551,"Magnetic resonance eg, proton imaging, brain including brain stem",Imaging & Radiology
460,(MDC 08) Spinal fusion except cervical without MCC,Surgeries & Procedures
291,(MDC 05) Heart failure and shock with MCC,Cardiovascular Procedures
314,(MDC 05) Other circulatory system diagnoses with MCC,Surgeries & Procedures
066,(MDC 01) Intracranial hemorrhage or cerebral infarction without CC/MCC,Surgeries & Procedures
813,(MDC 16) Coagulation disorders,Laboratory & Diagnostic Tests
58100,Excision Procedures on the Corpus Uteri,Surgeries & Procedures
98968,"Telephone assessment and management service provided by a qualified nonphysician health care professional to an established patient, parent, or guardian not originating from a more related assessment and management service provided within the previous 7 days nor leading to an assessment and management service or procedure within the next 24 hours or soonest available appointment",Consultations & Evaluations
99442,"Telephone evaluation and management service provided by a physician to an established patient, parent, or guardian not originating from a related EM service provided more within the previous 7 days nor leading to an EM service or procedure within the next 24 hours or soonest available appointment",Consultations & Evaluations
11424,"Excision, benign lesion including margins, except skin tag unless listed elsewhere, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
351,(MDC 06) Inguinal and femoral hernia procedures with CC,Surgeries & Procedures
867,(MDC 18) Other infectious and parasitic diseases diagnoses with MCC,Other
99173,Other Medicine Services and Procedures,Other
97597,"Debridement, high pressure waterjet",Surgeries & Procedures
455,(MDC 08) Combined anterior/posterior spinal fusion without CC/MCC,Surgeries & Procedures
90656,Influenza virus vaccine,Preventive Services
554,(MDC 08) Bone diseases and arthropathies without MCC,Surgeries & Procedures
698,(MDC 11) Other kidney and urinary tract diagnoses with MCC,Surgeries & Procedures
037,(MDC 01) Extracranial procedures with MCC,Surgeries & Procedures
99393,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
894,"(MDC 20) Alcohol, drug abuse or dependence, left AMA",Mental Health Services
99281,New or Established Patient Emergency Department Services,Emergency Services
38525,Biopsy or excision of lymph nodes,Laboratory & Diagnostic Tests
24515,Fracture andor Dislocation Procedures on the Humerus Upper Arm and Elbow,Surgeries & Procedures
43274,Endoscopic Retrograde Cholangiopancreatography ERCP,Gastroenterology Procedures
43251,Esophagogastroduodenoscopy,Gastroenterology Procedures
37228,"Revascularization, endovascular, open or percutaneous, tibialperoneal artery, unilateral",Cardiovascular Procedures
50543,"Laparoscopy, surgical",Surgeries & Procedures
28200,"Repair, tendon, flexor, foot",Surgeries & Procedures
29870,EndoscopyArthroscopy Procedures on the Musculoskeletal System,Surgeries & Procedures
36903,Dialysis Circuit,Surgeries & Procedures
60252,"Thyroidectomy, total or subtotal for malignancy",Surgeries & Procedures
21930,"Excision, tumor, soft tissue of back or flank, subcutaneous",Surgeries & Procedures
56620,Vulvectomy simple,Surgeries & Procedures
19307,Mastectomy Procedures,Surgeries & Procedures
22840,Spinal Instrumentation Procedures on the Spine Vertebral Column,Surgeries & Procedures
19371,Repair andor Reconstruction Procedures on the Breast,Surgeries & Procedures
52315,"Cystourethroscopy, with removal of foreign body, calculus, or ureteral stent from urethra or bladder separate procedure",Surgeries & Procedures
27619,"Excision, tumor, soft tissue of leg or ankle area, subfascial eg, intramuscular",Surgeries & Procedures
58561,"Hysteroscopy, surgical",Surgeries & Procedures
27347,Excision Procedures on the Femur Thigh Region and Knee Joint,Surgeries & Procedures
20670,Removal of implant,Surgeries & Procedures
43265,Endoscopic Retrograde Cholangiopancreatography ERCP,Gastroenterology Procedures
28113,"Ostectomy, complete excision",Surgeries & Procedures
58925,Excision Procedures on the Ovary,Surgeries & Procedures
29884,"Arthroscopy, knee, surgical",Surgeries & Procedures
31628,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
46922,"Destruction of lesions, anus eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle, simple",Surgeries & Procedures
31635,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
52276,Urethra and Bladder Transurethral Surgical Procedures,Surgeries & Procedures
14000,"Adjacent tissue transfer or rearrangement, trunk",Surgeries & Procedures
11426,"Excision, benign lesion including margins, except skin tag unless listed elsewhere, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
64595,Peripheral or gastric neurostimulator pulse generator or receiver,Surgeries & Procedures
42831,"Adenoidectomy, primary",Surgeries & Procedures
57410,Manipulation Procedures on the Vagina,Surgeries & Procedures
26725,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb",Surgeries & Procedures
75625,Diagnostic Radiology Diagnostic Imaging Procedures of the Aorta and Arteries,Imaging & Radiology
J2405,"Injection, ondansetron hydrochloride, per 1 mg",Pharmacotherapy & Drug Administration
52265,"Cystourethroscopy, with dilation of bladder for interstitial cystitis",Surgeries & Procedures
14021,"Adjacent tissue transfer or rearrangement, scalp, arms andor legs",Surgeries & Procedures
45340,"Sigmoidoscopy, flexible",Gastroenterology Procedures
G0120,"Colorectal cancer screening alternative to g0105, screening colonoscopy, barium enema",Gastroenterology Procedures
46600,Anoscopy,Gastroenterology Procedures
26432,"Repair, Revision, andor Reconstruction Procedures on the Hand and Fingers",Surgeries & Procedures
43762,Introduction Procedures on the Stomach,Gastroenterology Procedures
31526,"Laryngoscopy direct, with or without tracheoscopy",Surgeries & Procedures
25560,Closed treatment of radial and ulnar shaft fractures,Surgeries & Procedures
70190,Radiologic examination,Imaging & Radiology
70210,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
70250,"Radiologic examination, skull",Imaging & Radiology
70480,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear",Imaging & Radiology
70486,"Computed tomography, maxillofacial area",Imaging & Radiology
71551,"Magnetic resonance eg, proton imaging, chest eg, for evaluation of hilar and mediastinal lymphadenopathy",Imaging & Radiology
72141,"Magnetic resonance eg, proton imaging, spinal canal and contents",Imaging & Radiology
72190,"Radiologic examination, pelvis",Imaging & Radiology
73565,"Radiologic examination, knee",Imaging & Radiology
74021,"Radiologic examination, abdomen",Imaging & Radiology
76700,"Ultrasound, abdominal, real time with image documentation",Imaging & Radiology
76775,"Ultrasound, retroperitoneal eg, renal, aorta, nodes, real time with image documentation",Imaging & Radiology
76805,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester  or  14 weeks 0 days, transabdominal approach",Imaging & Radiology
99284,"Emergency department visit for the evaluation and management of a patient, which requires a medically appropriate history",Emergency Services
791,(MDC 15) Prematurity with major problems,Maternity & Obstetrics
331,(MDC 06) Major small and large bowel procedures without CC/MCC,Surgeries & Procedures
193,(MDC 04) Simple pneumonia and pleurisy with MCC,Laboratory & Diagnostic Tests
023,(MDC 01) Craniotomy with major device implant or acute complex CNS PDX with MCC or chemotherapy implant or epilepsy with neurostimulator,Surgeries & Procedures
203,(MDC 04) Bronchitis and asthma without CC/MCC,Consultations & Evaluations
584,"(MDC 09) Breast biopsy, local excision and other breast procedures with CC/MCC",Surgeries & Procedures
743,(MDC 13) Uterine and adnexa procedures for nonmalignancy without CC/MCC,Surgeries & Procedures
637,(MDC 10) Diabetes with MCC,Laboratory & Diagnostic Tests
467,(MDC 08) Revision of hip or knee replacement with CC,Surgeries & Procedures
638,(MDC 10) Diabetes with CC,Consultations & Evaluations
312,(MDC 05) Syncope and collapse,Emergency Services
208,(MDC 04) Respiratory system diagnosis with ventilator support 96 hours,Surgeries & Procedures
310,(MDC 05) Cardiac arrhythmia and conduction disorders without CC/MCC,Surgeries & Procedures
199,(MDC 04) Pneumothorax with MCC,Surgeries & Procedures
195,(MDC 04) Simple pneumonia and pleurisy without CC/MCC,Laboratory & Diagnostic Tests
062,"(MDC 01) Ischemic stroke, precerebral occlusion or transient ischemia with thrombolytic agent with CC",Surgeries & Procedures
228,(MDC 05) Other cardiothoracic procedures with MCC,Surgeries & Procedures
653,(MDC 11) Major bladder procedures with MCC,Surgeries & Procedures
393,(MDC 06) Other digestive system diagnoses with MCC,Gastroenterology Procedures
896,"(MDC 20) Alcohol, drug abuse or dependence without rehabilitation therapy with MCC",Mental Health Services
200,(MDC 04) Pneumothorax with CC,Surgeries & Procedures
289,(MDC 05) Acute and subacute endocarditis with CC,Cardiovascular Procedures
920,(MDC 21) Complications of treatment with CC,Other
180,(MDC 04) Respiratory neoplasms with MCC,Oncology & Cancer Treatment
315,(MDC 05) Other circulatory system diagnoses with CC,Surgeries & Procedures
643,(MDC 10) Endocrine disorders with MCC,Surgeries & Procedures
409,(MDC 07) Biliary tract procedure except only cholecystectomy with or without CDE with CC,Surgeries & Procedures
206,(MDC 04) Other respiratory system diagnoses without MCC,Surgeries & Procedures
556,(MDC 08) Signs and symptoms of musculoskeletal system and connective tissue without MCC,Consultations & Evaluations
553,(MDC 08) Bone diseases and arthropathies with MCC,Surgeries & Procedures
866,(MDC 18) Viral illness without MCC,Laboratory & Diagnostic Tests
819,(MDC 14) Other antepartum diagnoses with OR procedure without CC/MCC,Maternity & Obstetrics
607,(MDC 09) Minor skin disorders without MCC,Surgeries & Procedures
670,(MDC 11) Transurethral procedures without CC/MCC,Other
542,(MDC 08) Pathological fractures and musculoskeletal and connective tissue malignancy with MCC,Surgeries & Procedures
381,(MDC 06) Complicated peptic ulcer with CC,Surgeries & Procedures
541,(MDC 08) Osteomyelitis without CC/MCC,Surgeries & Procedures
699,(MDC 11) Other kidney and urinary tract diagnoses with CC,Surgeries & Procedures
11102,Biopsy Procedures on the Skin,Laboratory & Diagnostic Tests
11103,Biopsy Procedures on the Skin,Laboratory & Diagnostic Tests
51798,Urodynamic Procedures on the Bladder,Laboratory & Diagnostic Tests
59414,"Vaginal Delivery, Antepartum and Postpartum Care Procedures",Maternity & Obstetrics
59426,Antepartum care only,Maternity & Obstetrics
59515,Cesarean delivery only,Maternity & Obstetrics
66821,Discission of secondary membranous cataract opacified posterior lens capsule andor anterior hyaloid,Surgeries & Procedures
67028,Vitreous Procedures on the Posterior Segment of the Eye,Surgeries & Procedures
69210,Removal Procedures on the External Ear,Surgeries & Procedures
80061,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80069,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80307,Presumptive Drug Class Screening,Laboratory & Diagnostic Tests
82570,Creatinine,Laboratory & Diagnostic Tests
82803,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 including calculated O2 saturation",Laboratory & Diagnostic Tests
83516,Immunoassay for analyte other than infectious agent antibody or infectious agent antigen,Laboratory & Diagnostic Tests
85018,Blood count,Laboratory & Diagnostic Tests
86039,Antinuclear antibodies ANA,Laboratory & Diagnostic Tests
86677,Antibody,Allergy & Immunology Services
86762,Antibody,Laboratory & Diagnostic Tests
87081,"Culture, presumptive, pathogenic organisms, screening only",Laboratory & Diagnostic Tests
87086,"Culture, bacterial",Laboratory & Diagnostic Tests
87624,Infectious agent detection by nucleic acid DNA or RNA,Laboratory & Diagnostic Tests
88312,Special stain including interpretation and report,Laboratory & Diagnostic Tests
90632,Hepatitis A vaccine,Preventive Services
90672,Influenza virus vaccine,Preventive Services
90710,"Vaccines, Toxoids",Preventive Services
90846,Other Psychotherapy,Mental Health Services
92002,Ophthalmological services medical examination and evaluation with initiation of diagnostic and treatment program,Consultations & Evaluations
93970,Duplex scan of extremity veins including responses to compression and other maneuvers,Imaging & Radiology
94060,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
96374,"Therapeutic, prophylactic, or diagnostic injection specify substance or drug",Laboratory & Diagnostic Tests
97012,Application of a modality to 1 or more areas,Surgeries & Procedures
98972,Qualified Nonphysician Health Care Professional Online Digital Assessment and Management Service,Consultations & Evaluations
99212,Established Patient Office or Other Outpatient Services,Specialist Visits
99244,New or Established Patient,Consultations & Evaluations
99381,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, new patient",Consultations & Evaluations
33945,HeartLung Transplantation Procedures,Cardiovascular Procedures
31600,"Tracheostomy, planned separate procedure",Surgeries & Procedures
90947,Miscellaneous Dialysis Services and Procedures,Other
96440,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
96523,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
33990,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation",Cardiovascular Procedures
47120,"Hepatectomy, resection of liver",Surgeries & Procedures
77372,"Radiation treatment delivery, stereotactic radiosurgery SRS, complete course of treatment of cranial lesions consisting of 1 session",Oncology & Cancer Treatment
34201,"Embolectomy or thrombectomy, with or without catheter",Cardiovascular Procedures
26608,Fracture andor Dislocation Procedures on the Hand and Fingers,Surgeries & Procedures
37223,"Revascularization, endovascular, open or percutaneous, iliac artery",Cardiovascular Procedures
20930,Allograft for spine surgery only,Surgeries & Procedures
31239,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
49565,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
27599,Other Procedures on the Femur or Knee Joint,Surgeries & Procedures
29866,"Arthroscopy, knee, surgical",Surgeries & Procedures
24071,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous",Surgeries & Procedures
26370,"Repair or advancement of profundus tendon, with intact superficialis tendon",Surgeries & Procedures
59300,Repair Procedures for Maternity Care and Delivery,Maternity & Obstetrics
77063,"Breast, Mammography",Imaging & Radiology
202,(MDC 04) Bronchitis and asthma with CC/MCC,Consultations & Evaluations
378,(MDC 06) GI hemorrhage with CC,Gastroenterology Procedures
478,(MDC 08) Biopsies of musculoskeletal system and connective tissue with CC,Surgeries & Procedures
654,(MDC 11) Major bladder procedures with CC,Surgeries & Procedures
694,(MDC 11) Urinary stones without MCC,Surgeries & Procedures
386,(MDC 06) Inflammatory bowel disease with CC,Gastroenterology Procedures
728,(MDC 12) Inflammation of the male reproductive system without MCC,Laboratory & Diagnostic Tests
098,(MDC 01) Nonbacterial infection of nervous system except viral meningitis with CC,Laboratory & Diagnostic Tests
566,(MDC 08) Other musculoskeletal system and connective tissue diagnoses without CC/MCC,Surgeries & Procedures
808,(MDC 16) Major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with MCC,Laboratory & Diagnostic Tests
12001,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk andor extremities including hands and feet",Surgeries & Procedures
43846,"Gastric restrictive procedure, with gastric bypass for morbid obesity",Surgeries & Procedures
59514,Cesarean delivery only,Maternity & Obstetrics
64493,"Injections, diagnostic or therapeutic agent, paravertebral facet zygapophyseal joint or nerves innervating that joint with image guidance fluoroscopy or CT, lumbar or sacral",Surgeries & Procedures
83002,Gonadotropin,Laboratory & Diagnostic Tests
83550,Chemistry Procedures,Laboratory & Diagnostic Tests
86704,Hepatitis B core antibody HBcAb,Laboratory & Diagnostic Tests
86780,Antibody,Laboratory & Diagnostic Tests
93452,Cardiac Catheterization Procedures,Cardiovascular Procedures
95117,Professional services for allergen immunotherapy not including provision of allergenic extracts,Allergy & Immunology Services
95886,Needle electromyography,Laboratory & Diagnostic Tests
96415,"Chemotherapy administration, intravenous infusion technique",Oncology & Cancer Treatment
93650,Intracardiac Electrophysiological ProceduresStudies,Cardiovascular Procedures
34800,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
33991,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation",Cardiovascular Procedures
33992,Removal of percutaneous heart ventricular assist device,Cardiovascular Procedures
58670,"Laparoscopy, surgical",Surgeries & Procedures
28120,"Partial excision craterization, saucerization, sequestrectomy, or diaphysectomy bone eg, osteomyelitis or bossing",Surgeries & Procedures
25441,Arthroplasty with prosthetic replacement,Surgeries & Procedures
21014,"Excision, tumor, soft tissue of face and scalp, subfascial eg, subgaleal, intramuscular",Surgeries & Procedures
J2704,"Injection, propofol, 10 mg",Anesthesia Services
70488,"Computed tomography, maxillofacial area",Imaging & Radiology
73610,"Radiologic examination, ankle",Imaging & Radiology
329,(MDC 06) Major small and large bowel procedures with MCC,Surgeries & Procedures
309,(MDC 05) Cardiac arrhythmia and conduction disorders with CC,Cardiovascular Procedures
391,"(MDC 06) Esophagitis, gastroenteritis and miscellaneous digestive disorders with MCC",Gastroenterology Procedures
296,"(MDC 05) Cardiac arrest, unexplained with MCC",Emergency Services
373,(MDC 06) Major gastrointestinal disorders and peritoneal infections without CC/MCC,Gastroenterology Procedures
59000,Amniocentesis,Laboratory & Diagnostic Tests
59614,"Vaginal delivery only, after previous cesarean delivery with or without episiotomy andor forceps",Maternity & Obstetrics
86200,Immunology Procedures,Allergy & Immunology Services
88342,"Immunohistochemistry or immunocytochemistry, per specimen",Laboratory & Diagnostic Tests
90649,Human Papilloma virus HPV vaccine,Preventive Services
97033,Application of a modality to 1 or more areas,Rehabilitation & Physical Therapy
Q5123,"Injection, rituximabarrx, biosimilar, riabni, 10 mg",Pharmacotherapy & Drug Administration
70030,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
73721,"Magnetic resonance eg, proton imaging, any joint of lower extremity",Imaging & Radiology
76819,Fetal biophysical profile,Laboratory & Diagnostic Tests
311,(MDC 05) Angina pectoris,Cardiovascular Procedures
81025,Urinalysis Procedures,Laboratory & Diagnostic Tests
90732,"Vaccines, Toxoids",Preventive Services
93015,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, andor pharmacological stress",Laboratory & Diagnostic Tests
13160,RepairComplex Procedures on the Integumentary System,Surgeries & Procedures
36833,"Revision, open, arteriovenous fistula",Cardiovascular Procedures
85007,Blood count,Laboratory & Diagnostic Tests
82784,Gammaglobulin immunoglobulin,Pharmacotherapy & Drug Administration
96402,"Chemotherapy administration, subcutaneous or intramuscular",Oncology & Cancer Treatment
23430,"Repair, Revision, andor Reconstruction Procedures on the Shoulder",Surgeries & Procedures
27658,"Repair, flexor tendon, leg",Surgeries & Procedures
29877,"Arthroscopy, knee, surgical",Surgeries & Procedures
43280,Laparoscopic Procedures on the Esophagus,Surgeries & Procedures
54640,Repair Procedures on the Testis,Surgeries & Procedures
28118,"Ostectomy, calcaneus",Surgeries & Procedures
57135,Excision Procedures on the Vagina,Surgeries & Procedures
37607,Ligation Procedures on Arteries and Veins,Cardiovascular Procedures
24310,"Repair, Revision, andor Reconstruction Procedures on the Humerus Upper Arm and Elbow",Surgeries & Procedures
47564,"Laparoscopy, surgical",Surgeries & Procedures
44377,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum",Gastroenterology Procedures
31295,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
28525,Fracture andor Dislocation Procedures on the Foot and Toes,Surgeries & Procedures
27310,Incision Procedures on the Femur Thigh Region and Knee Joint,Surgeries & Procedures
15851,Removal of sutures andor staples,Surgeries & Procedures
91010,Gastroenterology Procedures,Surgeries & Procedures
11623,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
70487,"Computed tomography, maxillofacial area",Imaging & Radiology
73200,"Computed tomography, upper extremity",Imaging & Radiology
73221,"Magnetic resonance eg, proton imaging, any joint of upper extremity",Imaging & Radiology
74150,"Computed tomography, abdomen",Imaging & Radiology
74177,"Computed tomography, abdomen and pelvis",
76705,"Ultrasound, abdominal, real time with image documentation",Imaging & Radiology
76770,"Ultrasound, retroperitoneal eg, renal, aorta, nodes, real time with image documentation",Imaging & Radiology
77066,"Diagnostic mammography, including computeraided detection CAD when performed",Imaging & Radiology
621,(MDC 10) OR procedures for obesity without CC/MCC,Surgeries & Procedures
057,(MDC 01) Degenerative nervous system disorders without MCC,Surgeries & Procedures
908,(MDC 21) Other OR procedures for injuries with CC,Surgeries & Procedures
673,(MDC 11) Other kidney and urinary tract procedures with MCC,Surgeries & Procedures
880,(MDC 19) Acute adjustment reaction and psychosocial dysfunction,Mental Health Services
346,(MDC 06) Minor small and large bowel procedures without CC/MCC,Surgeries & Procedures
166,(MDC 04) Other respiratory system OR procedures with MCC,Surgeries & Procedures
623,"(MDC 10) Skin grafts and wound debridement for endocrine, nutritional and metabolic disorders with CC",Surgeries & Procedures
629,"(MDC 10) Other endocrine, nutritional and metabolic OR procedures with CC",Surgeries & Procedures
12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips andor mucous membranes",Surgeries & Procedures
59510,Cesarean Delivery Procedures,Maternity & Obstetrics
76813,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach",Maternity & Obstetrics
76831,Diagnostic Ultrasound Procedures of the Pelvis NonObstetrical,Imaging & Radiology
80076,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
82553,"Creatine kinase CK, CPK",Laboratory & Diagnostic Tests
87804,"Infectious agent antigen detection by immunoassay with direct optical ie, visual observation",Laboratory & Diagnostic Tests
94375,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
96417,"Chemotherapy administration, intravenous infusion technique",Oncology & Cancer Treatment
98971,Qualified Nonphysician Health Care Professional Online Digital Assessment and Management Service,Consultations & Evaluations
99392,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
61511,"",Surgeries & Procedures
90935,Hemodialysis Procedures,Surgeries & Procedures
34804,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
34812,Open artery exposure for delivery of endovascular prosthesis,Cardiovascular Procedures
34825,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
48152,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy Whippletype procedure",Gastroenterology Procedures
54840,Excision Procedures on the Epididymis,Surgeries & Procedures
23505,Closed treatment of clavicular fracture,Surgeries & Procedures
43191,"Esophagoscopy, rigid, transoral",Gastroenterology Procedures
72192,"Computed tomography, pelvis",Imaging & Radiology
74230,"Radiologic examination, gastrointestinal tract",Imaging & Radiology
75571,Diagnostic Radiology Diagnostic Imaging Procedures of the Heart,Imaging & Radiology
419,(MDC 07) Laparoscopic cholecystectomy without CDE without CC/MCC,Surgeries & Procedures
184,(MDC 04) Major chest trauma with CC,Surgeries & Procedures
038,(MDC 01) Extracranial procedures with CC,Surgeries & Procedures
902,(MDC 21) Wound debridements for injuries with CC,Surgeries & Procedures
27445,"Repair, Revision, andor Reconstruction Procedures on the Femur Thigh Region and Knee Joint",Surgeries & Procedures
77412,"Radiation treatment delivery, 1 MeV",Oncology & Cancer Treatment
90686,"Influenza virus vaccine, quadrivalent",Preventive Services
J9312,"Injection, rituximab, 10 mg",Oncology & Cancer Treatment
46948,Excision Procedures on the Anus,Surgeries & Procedures
70482,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear",Imaging & Radiology
254,(MDC 05) Other vascular procedures without CC/MCC,Surgeries & Procedures
